date,amfi_code,daily_return
2022-01-07,119599,-0.04425210886790676
2022-01-07,120503,0.017089849788099354
2022-01-07,120504,0.001934891160306762
2022-01-07,120505,0.00965463194553795
2022-01-07,120506,0.00532354054997386
2022-01-07,120507,0.0006106066606106353
2022-01-07,120841,0.007973836666311795
2022-01-07,120842,-0.0028656940580680246
2022-01-07,120843,-0.01347654050765179
2022-01-07,120844,0.00017557603035522895
2022-01-07,125497,-0.0027189241936129704
2022-01-07,125498,-0.012660430490816776
2022-01-07,148567,0.0005154167809728882
2022-01-07,148568,0.007001255389342598
2022-01-07,148569,0.0011733120536681074
2022-01-07,149322,-0.004069053798134381
2022-01-07,149323,0.00431719539823594
2022-01-07,149324,0.011680214564678382
2022-01-08,100016,0.0
2022-01-08,100025,0.0
2022-01-08,100033,0.0
2022-01-08,101206,0.0
2022-01-08,101207,0.0
2022-01-08,101208,0.0
2022-01-08,102885,0.0
2022-01-08,102886,0.0
2022-01-08,102887,0.0
2022-01-08,118632,0.0
2022-01-08,118633,0.0
2022-01-08,118634,0.0
2022-01-08,118635,0.0
2022-01-08,118636,0.0
2022-01-08,119092,0.0
2022-01-08,119093,0.0
2022-01-08,119094,0.0
2022-01-08,119095,0.0
2022-01-08,119120,0.0
2022-01-08,119551,0.0
2022-01-08,119552,0.0
2022-01-08,119598,0.0
2022-01-08,119599,0.0
2022-01-08,120503,0.0
2022-01-08,120504,0.0
2022-01-08,120505,0.0
2022-01-08,120506,0.0
2022-01-08,120507,0.0
2022-01-08,120841,0.0
2022-01-08,120842,0.0
2022-01-08,120843,0.0
2022-01-08,120844,0.0
2022-01-08,125497,0.0
2022-01-08,125498,0.0
2022-01-08,148567,0.0
2022-01-08,148568,0.0
2022-01-08,148569,0.0
2022-01-08,149322,0.0
2022-01-08,149323,0.0
2022-01-08,149324,0.0
2022-01-09,100016,0.0
2022-01-09,100025,0.0
2022-01-09,100033,0.0
2022-01-09,101206,0.0
2022-01-09,101207,0.0
2022-01-09,101208,0.0
2022-01-09,102885,0.0
2022-01-09,102886,0.0
2022-01-09,102887,0.0
2022-01-09,118632,0.0
2022-01-09,118633,0.0
2022-01-09,118634,0.0
2022-01-09,118635,0.0
2022-01-09,118636,0.0
2022-01-09,119092,0.0
2022-01-09,119093,0.0
2022-01-09,119094,0.0
2022-01-09,119095,0.0
2022-01-09,119120,0.0
2022-01-09,119551,0.0
2022-01-09,119552,0.0
2022-01-09,119598,0.0
2022-01-09,119599,0.0
2022-01-09,120503,0.0
2022-01-09,120504,0.0
2022-01-09,120505,0.0
2022-01-09,120506,0.0
2022-01-09,120507,0.0
2022-01-09,120841,0.0
2022-01-09,120842,0.0
2022-01-09,120843,0.0
2022-01-09,120844,0.0
2022-01-09,125497,0.0
2022-01-09,125498,0.0
2022-01-09,148567,0.0
2022-01-09,148568,0.0
2022-01-09,148569,0.0
2022-01-09,149322,0.0
2022-01-09,149323,0.0
2022-01-09,149324,0.0
2022-01-10,100016,-0.008638609964712218
2022-01-10,100025,0.0067909448984027065
2022-01-10,100033,0.006277089056260898
2022-01-10,101206,0.011547847708256676
2022-01-10,101207,0.0012505100764785837
2022-01-10,101208,0.0006900682926327395
2022-01-10,102885,-0.0012020794872302787
2022-01-10,102886,-0.0007218116828764387
2022-01-10,102887,-0.011592932448679316
2022-01-10,118632,0.006359626150819864
2022-01-10,118633,-0.025402077173765192
2022-01-10,118634,-0.023267712952976694
2022-01-10,118635,-0.013569087294242776
2022-01-10,118636,0.0035633933298042653
2022-01-10,119092,-0.009960839699557078
2022-01-10,119093,0.005685231374018995
2022-01-10,119094,-0.006877534516561812
2022-01-10,119095,0.02614426663778513
2022-01-10,119120,-0.00035306495689080286
2022-01-10,119551,-0.0015477919131936524
2022-01-10,119552,0.009464862505456306
2022-01-10,119598,0.05111267890640803
2022-01-10,119599,0.033761397888085964
2022-01-10,120503,0.0016170465539191436
2022-01-10,120504,0.014867086760129489
2022-01-10,120505,0.00025171613094165934
2022-01-10,120506,0.0031600968191507484
2022-01-10,120507,0.0009581408086247745
2022-01-10,120841,-0.021464434491628603
2022-01-10,120842,-0.0008013394038033361
2022-01-10,120843,-0.002583146272159609
2022-01-10,120844,0.0008529889867983087
2022-01-10,125497,0.003056607010733625
2022-01-10,125498,-0.019536471220523377
2022-01-10,148567,0.024234266421831352
2022-01-10,148568,-0.011126951071787183
2022-01-10,148569,0.009372118706749033
2022-01-10,149322,0.001601346574887863
2022-01-10,149323,0.003649569881229775
2022-01-10,149324,0.0013564595046759997
2022-01-11,100016,0.005562021453902943
2022-01-11,100025,0.0015452087167950879
2022-01-11,100033,0.0016221102292004463
2022-01-11,101206,0.0061064686429372905
2022-01-11,101207,0.01543700042069851
2022-01-11,101208,0.00024208069806697097
2022-01-11,102885,0.011263459618934935
2022-01-11,102886,-0.011612955237116362
2022-01-11,102887,-0.004020721515343051
2022-01-11,118632,-0.007272441287296094
2022-01-11,118633,0.012256493326626261
2022-01-11,118634,-0.02306448188914323
2022-01-11,118635,0.003465717780657407
2022-01-11,118636,-0.002502332543180885
2022-01-11,119092,-0.004162927380909176
2022-01-11,119093,-0.011191497902191538
2022-01-11,119094,-0.018052292467606423
2022-01-11,119095,-0.029919750288089353
2022-01-11,119120,-0.0005839402308918107
2022-01-11,119551,0.014548644713160419
2022-01-11,119552,-0.005536424345046753
2022-01-11,119598,0.010483223096807048
2022-01-11,119599,0.018182740317016277
2022-01-11,120503,0.010264066921924275
2022-01-11,120504,0.012452306512314104
2022-01-11,120505,-0.008897775302345923
2022-01-11,120506,2.1569600197723915e-05
2022-01-11,120507,0.00027882672227841354
2022-01-11,120841,0.0004921594349398539
2022-01-11,120842,0.011120298866791556
2022-01-11,120843,0.0015378407190509424
2022-01-11,120844,0.000200017476829073
2022-01-11,125497,-0.00970276647418633
2022-01-11,125498,0.013361251214659031
2022-01-11,148567,-0.0019645276345355844
2022-01-11,148568,-0.0020821007193900787
2022-01-11,148569,-0.0013551223625304365
2022-01-11,149322,-0.003797300725943198
2022-01-11,149323,-0.010733561692568894
2022-01-11,149324,-0.0026067521177546293
2022-01-12,100016,-0.00240422529890727
2022-01-12,100025,-0.004719228587634738
2022-01-12,100033,-0.002770143689911242
2022-01-12,101206,0.012167250737791013
2022-01-12,101207,-0.002781007325390994
2022-01-12,101208,1.285642014270394e-05
2022-01-12,102885,0.004676412559383225
2022-01-12,102886,-0.010910099345850854
2022-01-12,102887,-0.009195944608493156
2022-01-12,118632,0.0003192185901723654
2022-01-12,118633,0.001672497055617006
2022-01-12,118634,0.011474648686590427
2022-01-12,118635,-0.002757690560820869
2022-01-12,118636,0.004769333483166882
2022-01-12,119092,0.01553363667855212
2022-01-12,119093,-0.0003068759544565536
2022-01-12,119094,-0.0020557763387846206
2022-01-12,119095,-0.01523221095363625
2022-01-12,119120,0.001519602877114723
2022-01-12,119551,0.007309967586534016
2022-01-12,119552,0.020588900290449796
2022-01-12,119598,-0.002010219991390616
2022-01-12,119599,-0.0050394625421147365
2022-01-12,120503,-0.0025832874177594833
2022-01-12,120504,0.006278779746762275
2022-01-12,120505,-0.010307950666427534
2022-01-12,120506,-0.004177059068056543
2022-01-12,120507,0.0005051671482267928
2022-01-12,120841,-0.0029598600542417586
2022-01-12,120842,0.00023871862005209188
2022-01-12,120843,-0.004301747760425023
2022-01-12,120844,0.0005191511910951352
2022-01-12,125497,-0.0026377880363420703
2022-01-12,125498,-0.021156722020887142
2022-01-12,148567,0.0273543178015756
2022-01-12,148568,0.009628185735349515
2022-01-12,148569,0.0057293917798304506
2022-01-12,149322,-0.009925437901238565
2022-01-12,149323,-0.006543662087601598
2022-01-12,149324,-0.00026247076608032494
2022-01-13,100016,-0.00405020695093572
2022-01-13,100025,-0.0006230955691826079
2022-01-13,100033,0.0028693843649543194
2022-01-13,101206,-0.007862652305762885
2022-01-13,101207,0.003881937177533157
2022-01-13,101208,0.0002973008935738264
2022-01-13,102885,-0.009585331182973333
2022-01-13,102886,0.005303287692018488
2022-01-13,102887,0.00017514975303889457
2022-01-13,118632,0.006282173720621564
2022-01-13,118633,-0.01322213626012414
2022-01-13,118634,-0.03761914403309985
2022-01-13,118635,-0.006074986527247694
2022-01-13,118636,-0.002674333308114063
2022-01-13,119092,0.004154858234698411
2022-01-13,119093,-0.0044691954239693965
2022-01-13,119094,0.008762237465868461
2022-01-13,119095,-0.03405093875540188
2022-01-13,119120,0.002018358119774799
2022-01-13,119551,-0.0036178399866897415
2022-01-13,119552,0.009215961609248646
2022-01-13,119598,0.00933353696163186
2022-01-13,119599,0.00116958067656725
2022-01-13,120503,0.011027627580082688
2022-01-13,120504,0.004700436867885349
2022-01-13,120505,0.019848017933824513
2022-01-13,120506,-0.005458221322801493
2022-01-13,120507,7.183141515554325e-05
2022-01-13,120841,0.004022449048006971
2022-01-13,120842,-0.005989637465259268
2022-01-13,120843,-0.0012340931830947532
2022-01-13,120844,0.0008666940436503623
2022-01-13,125497,-0.007040257747719991
2022-01-13,125498,0.0036413580767458154
2022-01-13,148567,0.004405576792987809
2022-01-13,148568,-0.013634016629270218
2022-01-13,148569,-0.0054269066632020024
2022-01-13,149322,-0.0071700494043671625
2022-01-13,149323,0.009010744375395063
2022-01-13,149324,0.01858954274752711
2022-01-14,100016,0.00807279647306336
2022-01-14,100025,0.0005930702027845403
2022-01-14,100033,-0.011130910384095416
2022-01-14,101206,-0.005713787364082457
2022-01-14,101207,0.018827661841846588
2022-01-14,101208,0.00023648478223647906
2022-01-14,102885,0.009862443709016233
2022-01-14,102886,0.0031392654266555464
2022-01-14,102887,0.01496337822219096
2022-01-14,118632,0.004611036395243628
2022-01-14,118633,0.0014085879570160387
2022-01-14,118634,-0.009576485816747526
2022-01-14,118635,-0.0022120218366413757
2022-01-14,118636,-0.0013621911157433164
2022-01-14,119092,0.007486111997956568
2022-01-14,119093,-0.013516335172092275
2022-01-14,119094,-0.007133157780228605
2022-01-14,119095,-0.004232028411029987
2022-01-14,119120,-0.0018264797303007008
2022-01-14,119551,0.005315010285397603
2022-01-14,119552,-0.0023454280195064348
2022-01-14,119598,0.01496323089647511
2022-01-14,119599,-0.017425332164409668
2022-01-14,120503,0.009926909891845748
2022-01-14,120504,0.005969106697782278
2022-01-14,120505,0.012189596287588644
2022-01-14,120506,0.0032286596879835816
2022-01-14,120507,0.0002642927275566809
2022-01-14,120841,-0.001191121247214988
2022-01-14,120842,0.01534314902449796
2022-01-14,120843,-0.01329549211058878
2022-01-14,120844,0.0003018526594507076
2022-01-14,125497,-0.007311271137265707
2022-01-14,125498,0.011350137161643348
2022-01-14,148567,0.008016300423527412
2022-01-14,148568,-0.004434595112601802
2022-01-14,148569,-0.023574572421970696
2022-01-14,149322,-0.0020727831721601975
2022-01-14,149323,-0.012868822318258477
2022-01-14,149324,-0.00671725989291283
2022-01-15,100016,0.0
2022-01-15,100025,0.0
2022-01-15,100033,0.0
2022-01-15,101206,0.0
2022-01-15,101207,0.0
2022-01-15,101208,0.0
2022-01-15,102885,0.0
2022-01-15,102886,0.0
2022-01-15,102887,0.0
2022-01-15,118632,0.0
2022-01-15,118633,0.0
2022-01-15,118634,0.0
2022-01-15,118635,0.0
2022-01-15,118636,0.0
2022-01-15,119092,0.0
2022-01-15,119093,0.0
2022-01-15,119094,0.0
2022-01-15,119095,0.0
2022-01-15,119120,0.0
2022-01-15,119551,0.0
2022-01-15,119552,0.0
2022-01-15,119598,0.0
2022-01-15,119599,0.0
2022-01-15,120503,0.0
2022-01-15,120504,0.0
2022-01-15,120505,0.0
2022-01-15,120506,0.0
2022-01-15,120507,0.0
2022-01-15,120841,0.0
2022-01-15,120842,0.0
2022-01-15,120843,0.0
2022-01-15,120844,0.0
2022-01-15,125497,0.0
2022-01-15,125498,0.0
2022-01-15,148567,0.0
2022-01-15,148568,0.0
2022-01-15,148569,0.0
2022-01-15,149322,0.0
2022-01-15,149323,0.0
2022-01-15,149324,0.0
2022-01-16,100016,0.0
2022-01-16,100025,0.0
2022-01-16,100033,0.0
2022-01-16,101206,0.0
2022-01-16,101207,0.0
2022-01-16,101208,0.0
2022-01-16,102885,0.0
2022-01-16,102886,0.0
2022-01-16,102887,0.0
2022-01-16,118632,0.0
2022-01-16,118633,0.0
2022-01-16,118634,0.0
2022-01-16,118635,0.0
2022-01-16,118636,0.0
2022-01-16,119092,0.0
2022-01-16,119093,0.0
2022-01-16,119094,0.0
2022-01-16,119095,0.0
2022-01-16,119120,0.0
2022-01-16,119551,0.0
2022-01-16,119552,0.0
2022-01-16,119598,0.0
2022-01-16,119599,0.0
2022-01-16,120503,0.0
2022-01-16,120504,0.0
2022-01-16,120505,0.0
2022-01-16,120506,0.0
2022-01-16,120507,0.0
2022-01-16,120841,0.0
2022-01-16,120842,0.0
2022-01-16,120843,0.0
2022-01-16,120844,0.0
2022-01-16,125497,0.0
2022-01-16,125498,0.0
2022-01-16,148567,0.0
2022-01-16,148568,0.0
2022-01-16,148569,0.0
2022-01-16,149322,0.0
2022-01-16,149323,0.0
2022-01-16,149324,0.0
2022-01-17,100016,0.0007759102704778531
2022-01-17,100025,0.0005053306686322312
2022-01-17,100033,0.0019366129466518167
2022-01-17,101206,0.011189002217409927
2022-01-17,101207,0.002950054710567196
2022-01-17,101208,0.0004005798932023019
2022-01-17,102885,0.003305357678383025
2022-01-17,102886,0.007181278630667087
2022-01-17,102887,-0.011472115539629235
2022-01-17,118632,-0.005423975631280387
2022-01-17,118633,0.01020232134326493
2022-01-17,118634,-0.011121957230974755
2022-01-17,118635,-0.019289998280129228
2022-01-17,118636,0.0021666253818841685
2022-01-17,119092,-0.009658871965441018
2022-01-17,119093,-0.011890082573436267
2022-01-17,119094,-0.004140780491785678
2022-01-17,119095,-0.0180376117817862
2022-01-17,119120,0.0004562794876499243
2022-01-17,119551,-0.0035658372296024643
2022-01-17,119552,-0.02129726637408247
2022-01-17,119598,-0.004168148216046719
2022-01-17,119599,0.027962638519227534
2022-01-17,120503,0.009453487627375301
2022-01-17,120504,-0.0030078747613110357
2022-01-17,120505,0.02422598119019881
2022-01-17,120506,0.006519424569754628
2022-01-17,120507,0.0002021758302279686
2022-01-17,120841,-0.00023545613266950927
2022-01-17,120842,0.002851389079591815
2022-01-17,120843,-0.009313356975927056
2022-01-17,120844,-0.00017468923864516483
2022-01-17,125497,-0.01792855006850136
2022-01-17,125498,-0.01655661623879423
2022-01-17,148567,0.015632895895306698
2022-01-17,148568,-0.010702708946478179
2022-01-17,148569,0.006984466765464603
2022-01-17,149322,0.010664266582080195
2022-01-17,149323,0.03062248279245683
2022-01-17,149324,-0.018997947325709474
2022-01-18,100016,0.005085061524465528
2022-01-18,100025,-0.0015532019124511187
2022-01-18,100033,0.002479908327846836
2022-01-18,101206,9.826480989905129e-05
2022-01-18,101207,0.0035210465431221305
2022-01-18,101208,0.0007680861489534063
2022-01-18,102885,-0.0028883454664780928
2022-01-18,102886,0.006918982466281864
2022-01-18,102887,-0.0008797890687981536
2022-01-18,118632,0.011138783027719645
2022-01-18,118633,0.005819184920035525
2022-01-18,118634,-0.003564816864502607
2022-01-18,118635,-0.004317708200536119
2022-01-18,118636,0.002883686900811089
2022-01-18,119092,0.006325419945423905
2022-01-18,119093,-0.010593463088518829
2022-01-18,119094,-0.0026101300360713564
2022-01-18,119095,-0.011879695787741618
2022-01-18,119120,-0.004791100495566303
2022-01-18,119551,-0.0035839179440618762
2022-01-18,119552,0.020935798728564325
2022-01-18,119598,0.029573277741195225
2022-01-18,119599,0.031230051972840123
2022-01-18,120503,0.0013457219898653783
2022-01-18,120504,3.0074521498502094e-05
2022-01-18,120505,0.0013391505380027091
2022-01-18,120506,-0.000645562919101339
2022-01-18,120507,0.0005091710026938756
2022-01-18,120841,-0.007071889547973886
2022-01-18,120842,-0.006214449469756134
2022-01-18,120843,0.005633535620977792
2022-01-18,120844,0.0002866280799014298
2022-01-18,125497,0.01240381873850449
2022-01-18,125498,-0.01033415474540722
2022-01-18,148567,-0.006410560561780021
2022-01-18,148568,-0.007179492169208768
2022-01-18,148569,-0.015902432377188802
2022-01-18,149322,-0.004547601192284367
2022-01-18,149323,0.007353533827011205
2022-01-18,149324,-0.014413659038107762
2022-01-19,100016,-0.008105642986406814
2022-01-19,100025,0.000905225203295279
2022-01-19,100033,-0.017166112365230024
2022-01-19,101206,-0.00449317302700758
2022-01-19,101207,-0.011562793231830959
2022-01-19,101208,0.0003831066031021457
2022-01-19,102885,-0.012039765439084915
2022-01-19,102886,-0.00214319234062732
2022-01-19,102887,0.0005126158640142986
2022-01-19,118632,0.0012807793737241724
2022-01-19,118633,0.010260696569392325
2022-01-19,118634,-0.027963960998889204
2022-01-19,118635,-0.005238319490645682
2022-01-19,118636,-0.00324344574211477
2022-01-19,119092,-0.011930290473319727
2022-01-19,119093,0.0
2022-01-19,119094,0.0023613505342710006
2022-01-19,119095,0.01821135182026201
2022-01-19,119120,0.0039259780693259305
2022-01-19,119551,0.0026535584557036973
2022-01-19,119552,-0.011669348691454196
2022-01-19,119598,0.004506487101445522
2022-01-19,119599,0.0033463058866791684
2022-01-19,120503,-0.005363982118948063
2022-01-19,120504,-0.007413938013526855
2022-01-19,120505,0.0041294033350884884
2022-01-19,120506,0.0032755155945050074
2022-01-19,120507,0.0006374460913929347
2022-01-19,120841,0.007018304179467139
2022-01-19,120842,0.00642782133748887
2022-01-19,120843,0.0008940197053426413
2022-01-19,120844,6.529766736762532e-05
2022-01-19,125497,-0.0055233730512334045
2022-01-19,125498,0.015311214208981294
2022-01-19,148567,0.009102900331436903
2022-01-19,148568,0.01262403528114664
2022-01-19,148569,-0.006906172976266278
2022-01-19,149322,0.007688461169397254
2022-01-19,149323,-1.1251701819925408e-05
2022-01-19,149324,-0.002792723221632931
2022-01-20,100016,-0.011803114110929713
2022-01-20,100025,-0.0028424204654273755
2022-01-20,100033,0.01267159348039737
2022-01-20,101206,-0.0038817172531947497
2022-01-20,101207,-0.00751543918746489
2022-01-20,101208,0.0008990256012213482
2022-01-20,102885,0.00408524934752541
2022-01-20,102886,-0.002226176277607128
2022-01-20,102887,-0.002773473307433716
2022-01-20,118632,0.007093626719632429
2022-01-20,118633,-0.01146644202035163
2022-01-20,118634,0.007259405229886884
2022-01-20,118635,0.005091357500695448
2022-01-20,118636,-0.0024660505935995003
2022-01-20,119092,-0.016803672247294954
2022-01-20,119093,-0.0035144164079944362
2022-01-20,119094,0.006874589217110483
2022-01-20,119095,-0.02640722591662903
2022-01-20,119120,-0.0010047153384973306
2022-01-20,119551,-0.016225340712629932
2022-01-20,119552,-0.013898101158432152
2022-01-20,119598,0.00875052447398561
2022-01-20,119599,0.017136905889036047
2022-01-20,120503,-0.011712856481885137
2022-01-20,120504,-0.0024174811313683042
2022-01-20,120505,-0.0025204490906143295
2022-01-20,120506,0.00019702352695571967
2022-01-20,120507,0.0002234861683994005
2022-01-20,120841,0.015226959555069808
2022-01-20,120842,0.012373508068257433
2022-01-20,120843,-0.006344738292349605
2022-01-20,120844,0.0001714969126329624
2022-01-20,125497,0.010834164395590262
2022-01-20,125498,0.00707731110475085
2022-01-20,148567,-0.002063026548197122
2022-01-20,148568,0.0148668348243719
2022-01-20,148569,0.009380326760249247
2022-01-20,149322,-0.011074743056142977
2022-01-20,149323,-0.0023416305149586147
2022-01-20,149324,0.008491768481561746
2022-01-21,100016,0.0014623486628857485
2022-01-21,100025,-0.002092161824334582
2022-01-21,100033,-0.009826516203748303
2022-01-21,101206,0.0004182797277954009
2022-01-21,101207,-0.014964709512361285
2022-01-21,101208,0.0004012019394845634
2022-01-21,102885,-0.0008222657746924655
2022-01-21,102886,-0.010885225296871637
2022-01-21,102887,-0.01519721914143779
2022-01-21,118632,0.0141009561202603
2022-01-21,118633,-0.00313198129965242
2022-01-21,118634,-0.018994235003445548
2022-01-21,118635,-0.0007796062988192354
2022-01-21,118636,0.0009881978114227863
2022-01-21,119092,0.006952081696779411
2022-01-21,119093,-0.007912587633423951
2022-01-21,119094,0.010391478173825242
2022-01-21,119095,0.0029188820936076887
2022-01-21,119120,0.000426314686187812
2022-01-21,119551,-0.014589426544961759
2022-01-21,119552,0.009580222194413013
2022-01-21,119598,0.011424277680822215
2022-01-21,119599,0.0036402798921828516
2022-01-21,120503,0.00016283965213381713
2022-01-21,120504,-0.002714268130687758
2022-01-21,120505,-0.0027576060771919986
2022-01-21,120506,0.0014878944826683949
2022-01-21,120507,0.0007413071298083551
2022-01-21,120841,-0.006935749794580559
2022-01-21,120842,-0.011320817082038803
2022-01-21,120843,0.014040542323678684
2022-01-21,120844,0.0008835317837352363
2022-01-21,125497,0.009991287721620168
2022-01-21,125498,-0.0066909829812441535
2022-01-21,148567,0.001849411981831528
2022-01-21,148568,0.0031982586596162044
2022-01-21,148569,0.00950726599624252
2022-01-21,149322,-0.02731585162688477
2022-01-21,149323,0.010160439199646154
2022-01-21,149324,0.014837744038529888
2022-01-22,100016,0.0
2022-01-22,100025,0.0
2022-01-22,100033,0.0
2022-01-22,101206,0.0
2022-01-22,101207,0.0
2022-01-22,101208,0.0
2022-01-22,102885,0.0
2022-01-22,102886,0.0
2022-01-22,102887,0.0
2022-01-22,118632,0.0
2022-01-22,118633,0.0
2022-01-22,118634,0.0
2022-01-22,118635,0.0
2022-01-22,118636,0.0
