amfi_code,date,nav,is_forward_filled
100016,2022-09-18,417.5046,True
100016,2022-09-19,419.3505,False
100016,2022-09-20,424.1319,False
100016,2022-09-21,418.4765,False
100016,2022-09-22,423.3133,False
100016,2022-09-23,431.9494,False
100016,2022-09-24,431.9494,True
100016,2022-09-25,431.9494,True
100016,2022-09-26,427.1671,False
100016,2022-09-27,430.305,False
100016,2022-09-28,430.5313,False
100016,2022-09-29,424.9261,False
100016,2022-09-30,426.9974,False
100016,2022-10-01,426.9974,True
100016,2022-10-02,426.9974,True
100016,2022-10-03,430.3701,False
100016,2022-10-04,428.3154,False
100016,2022-10-05,432.9656,False
100016,2022-10-06,426.8679,False
100016,2022-10-07,421.495,False
100016,2022-10-08,421.495,True
100016,2022-10-09,421.495,True
100016,2022-10-10,422.2208,False
100016,2022-10-11,422.5333,False
100016,2022-10-12,420.0881,False
100016,2022-10-13,423.3166,False
100016,2022-10-14,425.5227,False
100016,2022-10-15,425.5227,True
100016,2022-10-16,425.5227,True
100016,2022-10-17,428.9765,False
100016,2022-10-18,428.7321,False
100016,2022-10-19,431.2389,False
100016,2022-10-20,429.769,False
100016,2022-10-21,437.8501,False
100016,2022-10-22,437.8501,True
100016,2022-10-23,437.8501,True
100016,2022-10-24,434.9481,False
100016,2022-10-25,443.3278,False
100016,2022-10-26,443.6931,False
100016,2022-10-27,438.5694,False
100016,2022-10-28,444.122,False
100016,2022-10-29,444.122,True
100016,2022-10-30,444.122,True
100016,2022-10-31,444.8448,False
100016,2022-11-01,448.4277,False
100016,2022-11-02,453.5279,False
100016,2022-11-03,455.1164,False
100016,2022-11-04,452.9791,False
100016,2022-11-05,452.9791,True
100016,2022-11-06,452.9791,True
100016,2022-11-07,457.1295,False
100016,2022-11-08,457.3685,False
100016,2022-11-09,460.3808,False
100016,2022-11-10,451.9519,False
100016,2022-11-11,453.9711,False
100016,2022-11-12,453.9711,True
100016,2022-11-13,453.9711,True
100016,2022-11-14,451.6546,False
100016,2022-11-15,458.5248,False
100016,2022-11-16,461.2893,False
100016,2022-11-17,462.5046,False
100016,2022-11-18,464.7322,False
100016,2022-11-19,464.7322,True
100016,2022-11-20,464.7322,True
100016,2022-11-21,460.8957,False
100016,2022-11-22,467.7825,False
100016,2022-11-23,476.316,False
100016,2022-11-24,478.216,False
100016,2022-11-25,485.221,False
100016,2022-11-26,485.221,True
100016,2022-11-27,485.221,True
100016,2022-11-28,483.0407,False
100016,2022-11-29,479.9044,False
100016,2022-11-30,480.3253,False
100016,2022-12-01,482.4201,False
100016,2022-12-02,480.9949,False
100016,2022-12-03,480.9949,True
100016,2022-12-04,480.9949,True
100016,2022-12-05,483.5309,False
100016,2022-12-06,485.0894,False
100016,2022-12-07,481.0854,False
100016,2022-12-08,483.5409,False
100016,2022-12-09,487.4889,False
100016,2022-12-10,487.4889,True
100016,2022-12-11,487.4889,True
100016,2022-12-12,488.4785,False
100016,2022-12-13,493.7241,False
100016,2022-12-14,488.7036,False
100016,2022-12-15,490.9778,False
100016,2022-12-16,486.1873,False
100016,2022-12-17,486.1873,True
100016,2022-12-18,486.1873,True
100016,2022-12-19,481.6822,False
100016,2022-12-20,479.2566,False
100016,2022-12-21,475.5366,False
100016,2022-12-22,473.4881,False
100016,2022-12-23,472.8386,False
100016,2022-12-24,472.8386,True
100016,2022-12-25,472.8386,True
100016,2022-12-26,476.5883,False
100016,2022-12-27,475.4855,False
100016,2022-12-28,469.1246,False
100016,2022-12-29,474.1097,False
100016,2022-12-30,470.8654,False
100016,2022-12-31,470.8654,True
100016,2023-01-01,470.8654,True
100016,2023-01-02,470.8644,False
100016,2023-01-03,472.9663,False
100016,2023-01-04,474.0441,False
100016,2023-01-05,478.8877,False
100016,2023-01-06,481.1631,False
100016,2023-01-07,481.1631,True
100016,2023-01-08,481.1631,True
100016,2023-01-09,477.7684,False
100016,2023-01-10,487.2879,False
100016,2023-01-11,488.3757,False
100016,2023-01-12,487.9931,False
100016,2023-01-13,492.4132,False
100016,2023-01-14,492.4132,True
100016,2023-01-15,492.4132,True
100016,2023-01-16,493.7523,False
100016,2023-01-17,495.7495,False
100016,2023-01-18,507.0277,False
100016,2023-01-19,506.06,False
100016,2023-01-20,504.9042,False
100016,2023-01-21,504.9042,True
100016,2023-01-22,504.9042,True
100016,2023-01-23,505.6844,False
100016,2023-01-24,510.7491,False
100016,2023-01-25,504.268,False
100016,2023-01-26,495.8578,False
100016,2023-01-27,493.5515,False
100016,2023-01-28,493.5515,True
100016,2023-01-29,493.5515,True
100016,2023-01-30,486.7415,False
100016,2023-01-31,485.1715,False
100016,2023-02-01,487.5779,False
100016,2023-02-02,484.0122,False
100016,2023-02-03,478.2065,False
100016,2023-02-04,478.2065,True
100016,2023-02-05,478.2065,True
100016,2023-02-06,478.7459,False
100016,2023-02-07,482.6505,False
100016,2023-02-08,475.7347,False
100016,2023-02-09,479.4358,False
100016,2023-02-10,483.1532,False
100016,2023-02-11,483.1532,True
100016,2023-02-12,483.1532,True
100016,2023-02-13,487.4872,False
100016,2023-02-14,493.0082,False
100016,2023-02-15,502.9354,False
100016,2023-02-16,501.6171,False
100016,2023-02-17,502.3612,False
100016,2023-02-18,502.3612,True
100016,2023-02-19,502.3612,True
100016,2023-02-20,500.7778,False
100016,2023-02-21,501.045,False
100016,2023-02-22,508.1265,False
100016,2023-02-23,502.3938,False
100016,2023-02-24,498.8505,False
100016,2023-02-25,498.8505,True
100016,2023-02-26,498.8505,True
100016,2023-02-27,505.2068,False
100016,2023-02-28,510.0352,False
100016,2023-03-01,508.6667,False
100016,2023-03-02,512.7785,False
100016,2023-03-03,514.5893,False
100016,2023-03-04,514.5893,True
100016,2023-03-05,514.5893,True
100016,2023-03-06,521.7123,False
100016,2023-03-07,522.3246,False
100016,2023-03-08,527.3425,False
100016,2023-03-09,540.0526,False
100016,2023-03-10,543.1889,False
100016,2023-03-11,543.1889,True
100016,2023-03-12,543.1889,True
100016,2023-03-13,543.7057,False
100016,2023-03-14,547.4632,False
100016,2023-03-15,545.984,False
100016,2023-03-16,557.892,False
100016,2023-03-17,559.067,False
100016,2023-03-18,559.067,True
100016,2023-03-19,559.067,True
100016,2023-03-20,558.0108,False
100016,2023-03-21,554.1991,False
100016,2023-03-22,559.8766,False
100016,2023-03-23,564.466,False
100016,2023-03-24,562.2856,False
100016,2023-03-25,562.2856,True
100016,2023-03-26,562.2856,True
100016,2023-03-27,565.443,False
100016,2023-03-28,558.258,False
100016,2023-03-29,559.4579,False
100016,2023-03-30,561.9861,False
100016,2023-03-31,570.8065,False
100016,2023-04-01,570.8065,True
100016,2023-04-02,570.8065,True
100016,2023-04-03,567.2319,False
100016,2023-04-04,561.1622,False
100016,2023-04-05,557.0355,False
100016,2023-04-06,550.7921,False
100016,2023-04-07,557.6109,False
100016,2023-04-08,557.6109,True
100016,2023-04-09,557.6109,True
100016,2023-04-10,565.5706,False
100016,2023-04-11,567.4627,False
100016,2023-04-12,573.9037,False
100016,2023-04-13,574.8786,False
100016,2023-04-14,574.693,False
100016,2023-04-15,574.693,True
100016,2023-04-16,574.693,True
100016,2023-04-17,573.3032,False
100016,2023-04-18,572.031,False
100016,2023-04-19,564.5669,False
100016,2023-04-20,566.1761,False
100016,2023-04-21,566.2668,False
100016,2023-04-22,566.2668,True
100016,2023-04-23,566.2668,True
100016,2023-04-24,570.2955,False
100016,2023-04-25,571.0606,False
100016,2023-04-26,570.536,False
100016,2023-04-27,566.4614,False
100016,2023-04-28,567.1145,False
100016,2023-04-29,567.1145,True
100016,2023-04-30,567.1145,True
100016,2023-05-01,571.1134,False
100016,2023-05-02,565.6753,False
100016,2023-05-03,566.404,False
100016,2023-05-04,567.8622,False
100016,2023-05-05,564.5686,False
100016,2023-05-06,564.5686,True
100016,2023-05-07,564.5686,True
100016,2023-05-08,561.939,False
100016,2023-05-09,563.3736,False
100016,2023-05-10,558.0581,False
100016,2023-05-11,560.0718,False
100016,2023-05-12,555.9534,False
100016,2023-05-13,555.9534,True
100016,2023-05-14,555.9534,True
100016,2023-05-15,561.4787,False
100016,2023-05-16,573.4711,False
100016,2023-05-17,569.4279,False
100016,2023-05-18,572.4122,False
100016,2023-05-19,569.0487,False
100016,2023-05-20,569.0487,True
100016,2023-05-21,569.0487,True
100016,2023-05-22,574.5931,False
100016,2023-05-23,568.5103,False
100016,2023-05-24,571.2196,False
100016,2023-05-25,567.1312,False
100016,2023-05-26,566.3889,False
100016,2023-05-27,566.3889,True
100016,2023-05-28,566.3889,True
100016,2023-05-29,561.5519,False
100016,2023-05-30,565.9312,False
100016,2023-05-31,562.059,False
100016,2023-06-01,565.0931,False
100016,2023-06-02,563.6716,False
100016,2023-06-03,563.6716,True
100016,2023-06-04,563.6716,True
100016,2023-06-05,563.3934,False
100016,2023-06-06,564.4191,False
100016,2023-06-07,560.929,False
100016,2023-06-08,562.2606,False
100016,2023-06-09,570.1945,False
100016,2023-06-10,570.1945,True
100016,2023-06-11,570.1945,True
100016,2023-06-12,566.5874,False
100016,2023-06-13,572.7685,False
100016,2023-06-14,580.6856,False
100016,2023-06-15,576.8184,False
100016,2023-06-16,569.7576,False
100016,2023-06-17,569.7576,True
100016,2023-06-18,569.7576,True
100016,2023-06-19,571.5717,False
100016,2023-06-20,569.1125,False
100016,2023-06-21,578.8674,False
100016,2023-06-22,579.3439,False
100016,2023-06-23,575.5565,False
100016,2023-06-24,575.5565,True
100016,2023-06-25,575.5565,True
100016,2023-06-26,570.057,False
100016,2023-06-27,575.8598,False
100016,2023-06-28,573.262,False
100016,2023-06-29,573.7795,False
100016,2023-06-30,578.9351,False
100016,2023-07-01,578.9351,True
100016,2023-07-02,578.9351,True
100016,2023-07-03,576.7654,False
100016,2023-07-04,576.8293,False
100016,2023-07-05,577.0426,False
100016,2023-07-06,580.8301,False
100016,2023-07-07,584.1654,False
100016,2023-07-08,584.1654,True
100016,2023-07-09,584.1654,True
100016,2023-07-10,583.3333,False
100016,2023-07-11,583.962,False
100016,2023-07-12,582.3508,False
100016,2023-07-13,575.1079,False
100016,2023-07-14,576.7133,False
100016,2023-07-15,576.7133,True
100016,2023-07-16,576.7133,True
100016,2023-07-17,586.7206,False
100016,2023-07-18,582.4661,False
100016,2023-07-19,578.8072,False
100016,2023-07-20,574.6758,False
100016,2023-07-21,578.6584,False
100016,2023-07-22,578.6584,True
100016,2023-07-23,578.6584,True
100016,2023-07-24,581.2514,False
100016,2023-07-25,580.7388,False
100016,2023-07-26,576.3533,False
100016,2023-07-27,577.1207,False
100016,2023-07-28,569.5056,False
100016,2023-07-29,569.5056,True
100016,2023-07-30,569.5056,True
100016,2023-07-31,570.5207,False
100016,2023-08-01,575.2193,False
100016,2023-08-02,569.2005,False
100016,2023-08-03,561.849,False
100016,2023-08-04,570.0239,False
100016,2023-08-05,570.0239,True
100016,2023-08-06,570.0239,True
100016,2023-08-07,567.2493,False
100016,2023-08-08,573.2563,False
100016,2023-08-09,572.7737,False
100016,2023-08-10,572.2513,False
100016,2023-08-11,574.7646,False
100016,2023-08-12,574.7646,True
100016,2023-08-13,574.7646,True
100016,2023-08-14,570.5953,False
100016,2023-08-15,571.5572,False
100016,2023-08-16,569.9315,False
100016,2023-08-17,563.6234,False
100016,2023-08-18,565.5951,False
100016,2023-08-19,565.5951,True
100016,2023-08-20,565.5951,True
100016,2023-08-21,564.5744,False
100016,2023-08-22,564.0841,False
100016,2023-08-23,558.3838,False
100016,2023-08-24,566.5681,False
100016,2023-08-25,571.2603,False
100016,2023-08-26,571.2603,True
100016,2023-08-27,571.2603,True
100016,2023-08-28,576.4358,False
100016,2023-08-29,575.1817,False
100016,2023-08-30,566.7691,False
100016,2023-08-31,576.9127,False
100016,2023-09-01,576.8994,False
100016,2023-09-02,576.8994,True
100016,2023-09-03,576.8994,True
100016,2023-09-04,573.398,False
100016,2023-09-05,575.8066,False
100016,2023-09-06,582.0642,False
100016,2023-09-07,582.2461,False
100016,2023-09-08,589.1525,False
100016,2023-09-09,589.1525,True
100016,2023-09-10,589.1525,True
100016,2023-09-11,595.1135,False
100016,2023-09-12,589.7951,False
100016,2023-09-13,586.6033,False
100016,2023-09-14,591.8832,False
100016,2023-09-15,578.1898,False
100016,2023-09-16,578.1898,True
100016,2023-09-17,578.1898,True
100016,2023-09-18,577.7262,False
100016,2023-09-19,570.7762,False
100016,2023-09-20,568.6757,False
100016,2023-09-21,567.4716,False
100016,2023-09-22,565.9735,False
100016,2023-09-23,565.9735,True
100016,2023-09-24,565.9735,True
100016,2023-09-25,563.5143,False
100016,2023-09-26,558.376,False
100016,2023-09-27,570.0712,False
100016,2023-09-28,579.8367,False
100016,2023-09-29,574.2208,False
100016,2023-09-30,574.2208,True
100016,2023-10-01,574.2208,True
100016,2023-10-02,582.5895,False
100016,2023-10-03,580.8402,False
100016,2023-10-04,581.8024,False
100016,2023-10-05,581.7779,False
100016,2023-10-06,578.7012,False
100016,2023-10-07,578.7012,True
100016,2023-10-08,578.7012,True
100016,2023-10-09,584.0455,False
100016,2023-10-10,584.996,False
100016,2023-10-11,582.8431,False
100016,2023-10-12,576.473,False
100016,2023-10-13,572.2429,False
100016,2023-10-14,572.2429,True
100016,2023-10-15,572.2429,True
100016,2023-10-16,564.3101,False
100016,2023-10-17,564.6621,False
100016,2023-10-18,559.0226,False
100016,2023-10-19,558.0026,False
100016,2023-10-20,565.0774,False
100016,2023-10-21,565.0774,True
100016,2023-10-22,565.0774,True
100016,2023-10-23,571.3805,False
100016,2023-10-24,571.5127,False
100016,2023-10-25,571.3686,False
100016,2023-10-26,581.22,False
100016,2023-10-27,584.1967,False
100016,2023-10-28,584.1967,True
100016,2023-10-29,584.1967,True
100016,2023-10-30,582.8108,False
100016,2023-10-31,575.8241,False
100016,2023-11-01,578.126,False
100016,2023-11-02,582.6704,False
100016,2023-11-03,579.7325,False
100016,2023-11-04,579.7325,True
100016,2023-11-05,579.7325,True
100016,2023-11-06,581.5232,False
100016,2023-11-07,579.9607,False
100016,2023-11-08,579.3189,False
100016,2023-11-09,567.0393,False
100016,2023-11-10,566.2233,False
100016,2023-11-11,566.2233,True
100016,2023-11-12,566.2233,True
100016,2023-11-13,571.3794,False
100016,2023-11-14,568.4997,False
100016,2023-11-15,569.0566,False
100016,2023-11-16,565.5671,False
100016,2023-11-17,567.6605,False
100016,2023-11-18,567.6605,True
100016,2023-11-19,567.6605,True
100016,2023-11-20,566.87,False
100016,2023-11-21,562.4839,False
100016,2023-11-22,569.4269,False
100016,2023-11-23,574.4072,False
100016,2023-11-24,571.6459,False
100016,2023-11-25,571.6459,True
100016,2023-11-26,571.6459,True
100016,2023-11-27,574.4572,False
100016,2023-11-28,577.4842,False
100016,2023-11-29,581.0643,False
100016,2023-11-30,572.7421,False
100016,2023-12-01,578.1473,False
100016,2023-12-02,578.1473,True
100016,2023-12-03,578.1473,True
100016,2023-12-04,575.5467,False
100016,2023-12-05,574.0293,False
100016,2023-12-06,587.8432,False
100016,2023-12-07,589.7144,False
100016,2023-12-08,588.0119,False
100016,2023-12-09,588.0119,True
100016,2023-12-10,588.0119,True
100016,2023-12-11,576.9838,False
100016,2023-12-12,584.4006,False
100016,2023-12-13,577.8064,False
100016,2023-12-14,573.0112,False
100016,2023-12-15,571.634,False
100016,2023-12-16,571.634,True
100016,2023-12-17,571.634,True
100016,2023-12-18,579.1181,False
100016,2023-12-19,583.3816,False
100016,2023-12-20,582.8708,False
100016,2023-12-21,584.7593,False
100016,2023-12-22,581.9713,False
100016,2023-12-23,581.9713,True
100016,2023-12-24,581.9713,True
100016,2023-12-25,582.9892,False
100016,2023-12-26,583.6674,False
100016,2023-12-27,588.9793,False
100016,2023-12-28,594.3311,False
100016,2023-12-29,597.2339,False
100016,2023-12-30,597.2339,True
100016,2023-12-31,597.2339,True
100016,2024-01-01,595.6357,False
100016,2024-01-02,599.8546,False
100016,2024-01-03,599.6775,False
100016,2024-01-04,594.2894,False
100016,2024-01-05,592.485,False
100016,2024-01-06,592.485,True
100016,2024-01-07,592.485,True
100016,2024-01-08,593.2328,False
100016,2024-01-09,598.3226,False
100016,2024-01-10,597.6632,False
100016,2024-01-11,591.6287,False
100016,2024-01-12,592.2302,False
100016,2024-01-13,592.2302,True
100016,2024-01-14,592.2302,True
100016,2024-01-15,593.129,False
100016,2024-01-16,594.4085,False
100016,2024-01-17,599.5594,False
100016,2024-01-18,605.2836,False
100016,2024-01-19,602.4306,False
100016,2024-01-20,602.4306,True
100016,2024-01-21,602.4306,True
100016,2024-01-22,599.4751,False
100016,2024-01-23,594.3074,False
100016,2024-01-24,598.2899,False
100016,2024-01-25,606.2963,False
100016,2024-01-26,604.9258,False
100016,2024-01-27,604.9258,True
100016,2024-01-28,604.9258,True
100016,2024-01-29,603.9507,False
100016,2024-01-30,612.1297,False
100016,2024-01-31,615.1823,False
100016,2024-02-01,617.8723,False
100016,2024-02-02,611.7323,False
100016,2024-02-03,611.7323,True
100016,2024-02-04,611.7323,True
100016,2024-02-05,615.7225,False
100016,2024-02-06,611.0129,False
100016,2024-02-07,605.2447,False
100016,2024-02-08,603.7079,False
100016,2024-02-09,600.907,False
100016,2024-02-10,600.907,True
100016,2024-02-11,600.907,True
100016,2024-02-12,600.0432,False
100016,2024-02-13,592.7717,False
100016,2024-02-14,598.1139,False
100016,2024-02-15,604.4037,False
100016,2024-02-16,594.4189,False
100016,2024-02-17,594.4189,True
100016,2024-02-18,594.4189,True
100016,2024-02-19,599.8798,False
100016,2024-02-20,595.9144,False
100016,2024-02-21,600.7451,False
100016,2024-02-22,600.6923,False
100016,2024-02-23,601.1548,False
100016,2024-02-24,601.1548,True
100016,2024-02-25,601.1548,True
100016,2024-02-26,600.484,False
100016,2024-02-27,607.2508,False
100016,2024-02-28,600.9583,False
100016,2024-02-29,604.5003,False
100016,2024-03-01,610.7152,False
100016,2024-03-02,610.7152,True
100016,2024-03-03,610.7152,True
100016,2024-03-04,614.9028,False
100016,2024-03-05,627.9635,False
100016,2024-03-06,625.3634,False
100016,2024-03-07,630.9909,False
100016,2024-03-08,630.7261,False
100016,2024-03-09,630.7261,True
100016,2024-03-10,630.7261,True
100016,2024-03-11,637.9534,False
100016,2024-03-12,638.2393,False
100016,2024-03-13,636.388,False
100016,2024-03-14,644.0928,False
100016,2024-03-15,641.6375,False
100016,2024-03-16,641.6375,True
100016,2024-03-17,641.6375,True
100016,2024-03-18,634.0199,False
100016,2024-03-19,631.4621,False
100016,2024-03-20,635.2466,False
100016,2024-03-21,643.4252,False
100016,2024-03-22,644.3884,False
100016,2024-03-23,644.3884,True
100016,2024-03-24,644.3884,True
100016,2024-03-25,652.2598,False
100016,2024-03-26,644.8262,False
100016,2024-03-27,642.6418,False
100016,2024-03-28,641.3391,False
100016,2024-03-29,641.0221,False
100016,2024-03-30,641.0221,True
100016,2024-03-31,641.0221,True
100016,2024-04-01,641.8287,False
100016,2024-04-02,646.0847,False
100016,2024-04-03,643.8872,False
100016,2024-04-04,645.0099,False
100016,2024-04-05,645.0859,False
100016,2024-04-06,645.0859,True
100016,2024-04-07,645.0859,True
